Param_Family,Param_Area,EMI_CSV,PARAMETERCODE,Param_Description,Param_Data_Format
OMG,Granulation,EMI_0105,PP_GR_129DR2_EXHATEMP,GRAN_DRY_OUTLET_AIR_TEMP,Integer
OMG,Granulation,EMI_0105,TILE_APR_DRYING_OUTLET,GRAN_DRY_OUTLET_AIR_MOISTURE,2 Decimal Places
OMG,General,EMI_0105,TILE_GR_DISCHARGING_DATE,GENE_DATE_OF_MAN,NULL
OMG,Granulation,EMI_0105,TILE_GR_ERH_FINAL_RESULT,GRAN_ERH,2 Decimal Places
OMG,Granulation,EMI_0105,TILE_GR_PROCESS_DURATION,GRAN_PROCESS_DURATION,MM:SS
OMG,Granulation,EMI_0105,TILE_GR_RECONCIL_A,GRAN_RECON_YIELD,2 Decimal Places
OMG,Granulation,EMI_0105,TILE_GR_RECONCIL_RECONCILIATIO,GRAN_RECONCILIATION,2 Decimal Places
OMG,Granulation,EMI_0105,TILE_GR_RECONCIL_YIELD,GRAN_YIELD,2 Decimal Places
OMG,Granulation,EMI_0105,TILE_GR_ROOM_GRANULATION,GRAN_ROOM_SELECTION,NULL
TCV-116,General,EMI_0201,COMBINING_DATE,GENE_COMBINING_DATE,NULL
TCV-116,Blending,EMI_0201,PP_BL_SVT,BLEN_LOOSE_SPEC_VOL,2 Decimal Places
TCV-116,Blending,EMI_0201,PP_BL_SVT_1,BLEN_LOOSE_SPEC_VOL1,2 Decimal Places
TCV-116,Blending,EMI_0201,PP_BL_TIME,BLEN_TIME,SS
TCV-116,Compression,EMI_0201,PP_CM_ERH%,COMP_ERH,2 Decimal Places
TCV-116,Granulation,EMI_0201,PP_LP_LIQMX2_SOLTEMP,GRAN_SOLUTION_TEMPERATURE,Integer
TCV-116,Granulation,EMI_0201,TILE_APR_DRYING_SKIP_YESNO,GRAN_DRYING_SKIP,NULL
TCV-116,Blending,EMI_0201,TILE_BL_MD_TOT_NET_WEIGHT,BLEN_NET_WEIGHT_YIELD,2 Decimal Places
TCV-116,Blending,EMI_0201,TILE_BL_RECONCILIATION,BLEN_RECONCILIATION,2 Decimal Places
TCV-116,Blending,EMI_0201,TILE_BL_ROOM,BLEN_ROOM_SELECTION,NULL
TCV-116,Blending,EMI_0201,TILE_BL_YIELD,BLEN_YIELD,NULL
TCV-116,Compression,EMI_0201,TILE_CM_APR_COMPRESS_DURATION,COMP_PROCESS_DURATION,SS
TCV-116,Compression,EMI_0201,TILE_CM_APR_MAIN_COMP_F_MEAN,COMP_MAIN_COMP_FORCE_MEAN,2 Decimal Places
TCV-116,Compression,EMI_0201,TILE_CM_APR_MAIN_COMP_F_SREL,COMP_MAIN_COMP_FORCE_SREL,2 Decimal Places
TCV-116,Compression,EMI_0201,TILE_CM_APR_WEIGHT_MEAN,COMP_WEIGHT_MEAN,2 Decimal Places
TCV-116,Compression,EMI_0201,TILE_CM_APR_WEIGHT_SREL,COMP_WEIGHT_SREL,2 Decimal Places
TCV-116,Compression,EMI_0201,TILE_CM_ERH%_RETEST_1,COMP_ERH_RT1,2 Decimal Places
TCV-116,Compression,EMI_0201,TILE_CM_RECONCIL_A,COMP_RECONCIL_YIELD,2 Decimal Places
TCV-116,Compression,EMI_0201,TILE_CM_RECONCIL_FINAL_RESULT,COMP_RECONCILIATION,2 Decimal Places
TCV-116,Compression,EMI_0201,TILE_CM_RECONCIL_YIELD,COMP_YIELD,2 Decimal Places
TCV-116,Compression,EMI_0201,TILE_CM_ROOM_SELECTION,COMP_ROOM_SELECTION,NULL
TCV-116,Granulation,EMI_0201,TILE_GR_APR_DRYING_DURATION,GRAN_DRYING_DURATION,SS
TCV-116,Granulation,EMI_0201,TILE_GR_APR_SOLUTION_TEMP1,GRAN_DRYING_OUT_TEMP_SUBLOT1,Integer
TCV-116,Granulation,EMI_0201,TILE_GR_APR_SOLUTION_TEMP2,GRAN_DRYING_OUT_TEMP_SUBLOT2,Integer
TCV-116,Granulation,EMI_0201,TILE_GR_ERH_FINAL_RESULT_SLOT1,GRAN_FINAL_ERH_SUBLOT1,2 Decimal Places
TCV-116,Granulation,EMI_0201,TILE_GR_ERH_FINAL_RESULT_SLOT2,GRAN_FINAL_ERH_SUBLOT2,2 Decimal Places
TCV-116,Granulation,EMI_0201,TILE_GR_ERH_INIT_RESULT_SLOT1,GRAN_INIT_ERH_SUBLOT1,2 Decimal Places
TCV-116,Granulation,EMI_0201,TILE_GR_ERH_INIT_RESULT_SLOT2,GRAN_INIT_ERH_SUBLOT2,2 Decimal Places
TCV-116,Granulation,EMI_0201,TILE_GR_PROCESS_DURATION,GRAN_PROCESS_DURATION,MM:SS
TCV-116,Granulation,EMI_0201,TILE_GR_RECONCIL_A,GRAN_RECON_YIELD,2 Decimal Places
TCV-116,Granulation,EMI_0201,TILE_GR_RECONCIL_RECONCILIATIO,GRAN_RECONCILIATION,2 Decimal Places
TCV-116,Granulation,EMI_0201,TILE_GR_RECONCIL_YIELD,GRAN_YIELD,2 Decimal Places
TCV-116,Granulation,EMI_0201,TILE_GR_ROOM_GRANULATION,GRAN_ROOM_SELECTION,NULL
TCV-116,Compression,EMI_0201,TILE_IPT_DISINTEG_TIME_MAX,COMP_DISINTEG_MAX,SS
TCV-116,Compression,EMI_0201,TILE_IPT_DISINTEG_TIME_MAX_RT1,COMP_DISINTEG_MAX_RT1,SS
TCV-116,Compression,EMI_0201,TILE_IPT_DISINTEG_TIME_MIN,COMP_DISINTEG_MIN,SS
TCV-116,Compression,EMI_0201,TILE_IPT_DISINTEG_TIME_MIN_RT1,COMP_DISINTEG_MIN_RT1,SS
TCV-116,Blending,EMI_0201,TILE_IPTPART_SIZE_2RESULT,BLEN_PART_SIZE_DISTR_RET,2 Decimal Places
TCV-116,Blending,EMI_0201,TILE_IPTPART_SIZE_2RESULT1,BLEN_PART_SIZE_DISTR_RET1,2 Decimal Places
TCV-116,Blending,EMI_0201,TILE_IPTPART_SIZE_RESULT,BLEN_PART_SIZE_DISTR_PASS,2 Decimal Places
TCV-116,Blending,EMI_0201,TILE_IPTPART_SIZE_RESULT1,BLEN_PART_SIZE_DISTR_PASS1,2 Decimal Places
TCV-116,General,EMI_0201,TILE_TCV_COMBINING_DATE,GENE_COMBINING_DATE,NULL
AD-4833,Blending,EMI_0301,PP_BL_SVT_1,BLEN_LOOSE_SPEC_VOL1,2 Decimal Places
AD-4833,Blending,EMI_0301,PP_BL_TIME,BLEN_PROCESS_TIME,SS
AD-4833,Compression,EMI_0301,PP_CM_ERH%,COMP_ERH,2 Decimal Places
AD-4833,Granulation,EMI_0301,PP_LP_LIQMX2_SOLTEMP_SETP,GRAN_SOLN_PREP_TEMP_END,Integer
AD-4833,General,EMI_0301,TILE_AD_COMBINING_DATE,GENE_COMBINING_DATE,NULL
AD-4833,Granulation,EMI_0301,TILE_APR_DRYING_SKIP_YESNO,GRAN_DRY_PHASE_SKIP_YN,NULL
AD-4833,Blending,EMI_0301,TILE_BL_MD_TOT_NET_WEIGHT,BLEN_NET_WEIGHT_YIELD,2 Decimal Places
AD-4833,Blending,EMI_0301,TILE_BL_PROCESS_START_DATE,BLEN_START_DATE,NULL
AD-4833,Blending,EMI_0301,TILE_BL_RECONCILIATION,BLEN_RECONCILIATION,2 Decimal Places
AD-4833,Blending,EMI_0301,TILE_BL_ROOM,BLEN_ROOM_SELECTION,NULL
AD-4833,Blending,EMI_0301,TILE_BL_YIELD,BLEN_YIELD,NULL
AD-4833,Compression,EMI_0301,TILE_CM_APR_COMPRESS_DURATION,COMP_PROCESS_DURATION,SS
AD-4833,Compression,EMI_0301,TILE_CM_APR_MAIN_COMP_F_MEAN,COMP_MAIN_COMP_F_MEAN,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_APR_MAIN_COMP_F_SREL,COMP_MAIN_COMP_F_SREL,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_APR_THICKNESS_MAX,COMP_MEAN_THICKNESS_MAX,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_APR_THICKNESS_MIN,COMP_MEAN_THICKNESS_MIN,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_APR_WEIGHT_MEAN,COMP_WEIGHT_MEAN,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_APR_WEIGHT_SREL,COMP_WEIGHT_SREL,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_ERH%_RETEST_1,COMP_ERH_RT1,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_RECONCIL_A,COMP_RECONCIL_YIELD,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_RECONCIL_FINAL_RESULT,COMP_RECONCILIATIO,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_RECONCIL_YIELD,COMP_YIELD,2 Decimal Places
AD-4833,Compression,EMI_0301,TILE_CM_ROOM_SELECTION,COMP_ROOM_SELECTION,NULL
AD-4833,Granulation,EMI_0301,TILE_GR_APR_DRYING_DURATION,GRAN_DRY_STEP_DURATION,SS
AD-4833,Granulation,EMI_0301,TILE_GR_APR_DRYING_TEMP_1,GRAN_END_DRY_EX_TEMP_SUB_1,Integer
AD-4833,Granulation,EMI_0301,TILE_GR_APR_DRYING_TEMP_2,GRAN_END_DRY_EX_TEMP_SUB_2,Integer
AD-4833,Granulation,EMI_0301,TILE_GR_APR_DRYING_TEMP_3,GRAN_END_DRY_EX_TEMP_SUB_3,NULL
AD-4833,Granulation,EMI_0301,TILE_GR_APR_SOLUTION_TEMP1,GRAN_DRYING_OUT_AIR_TEMP_SUB1,Integer
AD-4833,Granulation,EMI_0301,TILE_GR_APR_SOLUTION_TEMP2,GRAN_DRYING_OUT_AIR_TEMP_SUB2,Integer
AD-4833,Granulation,EMI_0301,TILE_GR_APR_SPRAY_TEMP_1,GRAN_END_SPRAY_EX_TEMP_SUB_1,Integer
AD-4833,Granulation,EMI_0301,TILE_GR_APR_SPRAY_TEMP_2,GRAN_END_SPRAY_EX_TEMP_SUB_2,Integer
AD-4833,Granulation,EMI_0301,TILE_GR_APR_SPRAY_TEMP_3,GRAN_END_SPRAY_EX_TEMP_SUB_3,NULL
AD-4833,Granulation,EMI_0301,TILE_GR_ERH_FINAL_RESULT_SLOT1,GRAN_ERH_SUBLOT1,2 Decimal Places
AD-4833,Granulation,EMI_0301,TILE_GR_ERH_FINAL_RESULT_SLOT2,GRAN_ERH_SUBLOT2,2 Decimal Places
AD-4833,Granulation,EMI_0301,TILE_GR_ERH_FINAL_RESULT_SLOT3,GRAN_ERH_SUBLOT3,2 Decimal Places
AD-4833,Granulation,EMI_0301,TILE_GR_ERH_INIT_RESULT_SLOT1,GRAN_INI_ERH_SLOT1,2 Decimal Places
AD-4833,Granulation,EMI_0301,TILE_GR_ERH_INIT_RESULT_SLOT2,GRAN_INI_ERH_SLOT2,2 Decimal Places
AD-4833,Granulation,EMI_0301,TILE_GR_ERH_INIT_RESULT_SLOT3,GRAN_INI_ERH_SLOT3,2 Decimal Places
AD-4833,Granulation,EMI_0301,TILE_GR_PROCESS_DURATION,GRAN_PROCESS_DURATION,MM:SS
AD-4833,Granulation,EMI_0301,TILE_GR_RECONCIL_A,GRAN_RECON_YIELD,2 Decimal Places
AD-4833,Granulation,EMI_0301,TILE_GR_RECONCIL_RECONCILIATIO,GRAN_RECONCILIATION,2 Decimal Places
AD-4833,Granulation,EMI_0301,TILE_GR_RECONCIL_YIELD,GRAN_YIELD,2 Decimal Places
AD-4833,Granulation,EMI_0301,TILE_GR_ROOM_GRANULATION,GRAN_ROOM_SELECTION,NULL
AD-4833,Compression,EMI_0301,TILE_IPT_DISINTEG_TIME_MAX,COMP_IPT_DISINTG_TIME_MAX,SS
AD-4833,Compression,EMI_0301,TILE_IPT_DISINTEG_TIME_MAX_RT1,COMP_IPT_DISINTG_TIME_MAX1,SS
AD-4833,Compression,EMI_0301,TILE_IPT_DISINTEG_TIME_MIN,COMP_IPT_DISINTG_TIME_MIN,SS
AD-4833,Compression,EMI_0301,TILE_IPT_DISINTEG_TIME_MIN_RT1,COMP_IPT_DISINTG_TIME_MIN1,SS
AD-4833,Blending,EMI_0301,TILE_IPTPART_SIZE_2RESULT,BLEN_PART_SIZE_RET,2 Decimal Places
AD-4833,Blending,EMI_0301,TILE_IPTPART_SIZE_2RESULT1,BLEN_PART_SIZE_RET1,2 Decimal Places
AD-4833,Blending,EMI_0301,TILE_IPTPART_SIZE_RESULT,BLEN_PART_SIZE_PASS,2 Decimal Places
AD-4833,Blending,EMI_0301,TILE_IPTPART_SIZE_RESULT1,BLEN_PART_SIZE_PASS1,2 Decimal Places
TAK-491,Compression,EMI_0401, TILE_CM_APR_WEIGHT_MEAN,Weight,
TAK-491,Drying,EMI_0401, TILE_TAK491_DRY_YIELD,Reconciliation,
TAK-491,Blending,EMI_0401,PP_BL_ERH%,BLEN_ERH,2 Decimal Places
TAK-491,Blending,EMI_0401,PP_BL_SPEED,BLEN_RPM,0 Decimal Places
AD-4833,Blending,EMI_0301,PP_BL_SVT,BLEN_LOOSE_SPEC_VOL,2 Decimal Places
TAK-491,Blending,EMI_0401,PP_BL_SVT,BLEN_LOOSE_SPEC_VOL,2 Decimal Places
TAK-491,Blending,EMI_0401,PP_BL_SVT_1,SV Repeat test 1,
TAK-491,Blending,EMI_0401,PP_BL_SVT_2,SV Repeat test 2,
TAK-491,Blending,EMI_0401,PP_BL_SVT_3,SV Repeat test 3,
TAK-491,Blending,EMI_0401,PP_BL_SVT_4,SV Repeat test 4,
TAK-491,Blending,EMI_0401,PP_BL_SVT_5,SV Repeat test 5,
TAK-491,Blending,EMI_0401,PP_BL_SVT_6,SV Repeat test 6,
TAK-491,Blending,EMI_0401,PP_BL_SVT_7,SV Repeat test 7,
TAK-491,Blending,EMI_0401,PP_BL_TIME,BLEN_TIME,SS
TAK-491,Compression,EMI_0401,PP_CM_ERH%,COMP_ERH,2 Decimal Places
TAK-491,Compression,EMI_0401,PP_CM_IPT_H,COMP_HARDNESS_MEAN,2 Decimal Places
TAK-491,Compression,EMI_0401,PP_CM_IPT_H ,Hardness,
TAK-491,Compression,EMI_0401,PP_CM_TABLETS_PER_HOUR,COMP_TAB_PER_HOUR,0 Decimal Places
TAK-491,Drying,EMI_0401,TIL_CF_DRY_TÂ°C,DRY_TEMP,0 Decimal Places
TAK-491,Drying,EMI_0401,TIL_IPT_ERH_%,DRY_ERH,2 Decimal Places
TAK-491,Drying,EMI_0401,TIL_IPT_ERH_% ,ERH,
TAK-491,Blending,EMI_0401,TILE_BL_ERH%_RETEST_1,ERH Repeat test 1,
TAK-491,Blending,EMI_0401,TILE_BL_ERH%_RETEST_2,ERH Repeat test 2,
TAK-491,Blending,EMI_0401,TILE_BL_ERH%_RETEST_3,ERH Repeat test 3,
TAK-491,Blending,EMI_0401,TILE_BL_ERH%_RETEST_4,ERH Repeat test 4,
TAK-491,Blending,EMI_0401,TILE_BL_ERH%_RETEST_5,ERH Repeat test 5,
TAK-491,Blending,EMI_0401,TILE_BL_ERH%_RETEST_6,ERH Repeat test 6,
TAK-491,Blending,EMI_0401,TILE_BL_ERH%_RETEST_7,ERH Repeat test 7,
TAK-491,Blending,EMI_0401,TILE_BL_RECONCILIATION,Reconciliation,
TAK-491,Blending,EMI_0401,TILE_BL_YELD,Yield,
TAK-491,Compression,EMI_0401,TILE_CM_APR_MAIN_COMP_F_MEAN,COMP_MAIN_COMP_FORCE_MEAN,2 Decimal Places
TAK-491,Compression,EMI_0401,TILE_CM_APR_THICKNESS_MAX,Thickness max,
TAK-491,Compression,EMI_0401,TILE_CM_APR_THICKNESS_MIN ,COMP_MEAN_THICKNESS_MIN,2 Decimal Places
TAK-491,Compression,EMI_0401,TILE_CM_APR_THICKNESS_MIN  ,Thickness min,
TAK-491,Compression,EMI_0401,TILE_CM_APR_WEIGHT_MEAN,COMP_WEIGHT_MEAN,2 Decimal Places
TAK-491,Compression,EMI_0401,TILE_CM_ERH%_RETEST_1,COMP_ERH_RT1,2 Decimal Places
TAK-491,Compression,EMI_0401,TILE_CM_ERH%_RETEST_1 ,ERH retest 1 ,
TAK-491,Compression,EMI_0401,TILE_CM_ERH%_RETEST_2,ERH retest 2,
TAK-491,Compression,EMI_0401,TILE_CM_ERH%_RETEST_3,ERH retest 3,
TAK-491,Compression,EMI_0401,TILE_CM_ERH%_RETEST_4,ERH retest 4,
TAK-491,Compression,EMI_0401,TILE_CM_ERH%_RETEST_5,ERH retest 5,
TAK-491,Compression,EMI_0401,TILE_CM_ERH%_RETEST_6,ERH retest 6,
TAK-491,Compression,EMI_0401,TILE_CM_ERH%_RETEST_7,ERH retest 7,
TAK-491,Compression,EMI_0401,TILE_CM_RECONCIL_FINAL_RESULT,COMP_RECONCILIATION,2 Decimal Places
TAK-491,Compression,EMI_0401,TILE_CM_RECONCIL_YIELD,COMP_YIELD,2 Decimal Places
TAK-491,Granulation,EMI_0401,TILE_GR_AAP_MANU,GRAN_AAP_CPP1,2 Decimal Places
TAK-491,Granulation,EMI_0401,TILE_GR_AAP_MANU2,GRAN_AAP_CPP2,2 Decimal Places
TAK-491,Granulation,EMI_0401,TILE_GR_ERH_FINAL_RESULT,GRAN_ERH,2 Decimal Places
TAK-491,Granulation,EMI_0401,TILE_GR_FAF_MANU,GRAN_IAV_CPP1,2 Decimal Places
TAK-491,Granulation,EMI_0401,TILE_GR_FAF_MANU2,GRAN_IAV_CPP2,2 Decimal Places
TAK-491,Granulation,EMI_0401,TILE_GR_IAT_MANU,GRAN_IAT_CPP1,2 Decimal Places
TAK-491,Granulation,EMI_0401,TILE_GR_IAT_MANU2,GRAN_IAT_CPP2,2 Decimal Places
TAK-491,Granulation,EMI_0401,TILE_GR_RECONCIL_RECONCILIATIO,Reconciliation,
TAK-491,Granulation,EMI_0401,TILE_GR_RECONCIL_YIELD,GRAN_YIELD,2 Decimal Places
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MAX,COMP_IPT_DISINTG_TIME_MAX,SS
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MAX_RT1,Disintegration retest 1 MAX,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MAX_RT2,Disintegration retest 2 MAX,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MAX_RT3,Disintegration retest 3 MAX,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MAX_RT4,Disintegration retest 4 MAX,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MAX_RT5,Disintegration retest 5 MAX,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MAX_RT6,Disintegration retest 6 MAX,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MAX_RT7,Disintegration retest 7 MAX,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MIN,COMP_IPT_DISINTG_TIME_MIN,SS
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MIN_RT1  ,Disintegration retest 1 MIN,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MIN_RT2,Disintegration retest 2 MIN,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MIN_RT3  ,Disintegration retest 3 MIN,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MIN_RT4 ,Disintegration retest 4 MIN,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MIN_RT5 ,Disintegration retest 5 MIN,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MIN_RT6,Disintegration retest 6 MIN,
TAK-491,Compression,EMI_0401,TILE_IPT_DISINTEG_TIME_MIN_RT7 ,Disintegration retest 7 MIN,
TAK-491,Blending,EMI_0401,TILE_IPTPART_SIZE_2RESULT,BLEN_PART_SIZE_RET,2 Decimal Places
TAK-491,Blending,EMI_0401,TILE_IPTPART_SIZE_2RESULT1,PSD Repeat test 1,
TAK-491,Blending,EMI_0401,TILE_IPTPART_SIZE_2RESULT2,PSD Repeat test 2,
TAK-491,Blending,EMI_0401,TILE_IPTPART_SIZE_2RESULT3,PSD Repeat test 3,
TAK-491,Blending,EMI_0401,TILE_IPTPART_SIZE_2RESULT4,PSD Repeat test 4,
TAK-491,Blending,EMI_0401,TILE_IPTPART_SIZE_2RESULT5,PSD Repeat test 5,
TAK-491,Blending,EMI_0401,TILE_IPTPART_SIZE_2RESULT6,PSD Repeat test 6,
TAK-491,Blending,EMI_0401,TILE_IPTPART_SIZE_2RESULT7,PSD Repeat test 7,
TAK-491,Blending,EMI_0401,TILE_IPTPART_SIZE_RESULT,BLEN_PART_SIZE_PASS,2 Decimal Places
TAK-491,Drying,EMI_0401,TILE_TAK491_DRY_RECONCIL,DRY_RECONCILIATION,2 Decimal Places
TAK-491,Drying,EMI_0401,TILE_TAK491_DRY_YIELD,DRY_YIELD,2 Decimal Places
AG-1749 CF GRANULES,CF,EMI_0501,TIL_CF_DUST_PROCESS_TIME1_DT,DUSTTIME1,MM:SS
AG-1749 CF GRANULES,CF,EMI_0501,TIL_CF_DUST_PROCESS_TIME2_DT,DUSTTIME2,MM:SS
AG-1749 CF GRANULES,CF,EMI_0501,TIL_CF_DUST_PROCESS_TIME3_DT,DUSTTIME1,MM:SS
