Param_Family,Param_Area,EMI_CSV,PARAMETERCODE,Param_Description,Param_Data_Format
AG-1749,Compression,EMI_0701,TILE_CM_APR_MAIN_COMP_F_MEAN,COMP_MAIN_COMP_FORCE_MEAN,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_APR_MAIN_COMP_F_SREL,COMP_MAIN_COMP_FORCE_SREL,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_APR_THICKNESS_MAX,COMP_MEAN_THICKNESS_MAX,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_APR_THICKNESS_MIN,COMP_MEAN_THICKNESS_MIN,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_APR_WEIGHT_MEAN,COMP_WEIGHT_MEAN,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_APR_WEIGHT_SREL,COMP_WEIGHT_SREL,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_ERH%_RETEST_1,COMP_ERH_RT1,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_RECONCIL_A,COMP_RECONCIL_YIELD,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_RECONCIL_FINAL_RESULT,COMP_RECONCILIATION,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_RECONCIL_YIELD,COMP_YIELD,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_CM_ROOM_SELECTION,COMP_ROOM_SELECTION,NULL
AG-1749,Compression,EMI_0701,TILE_IPT_DISINTEG_TIME_MAX,COMP_IPT_DISINTG_TIME_MAX,SS
AG-1749,Compression,EMI_0701,TILE_IPT_DISINTEG_TIME_MAX_RT1,COMP_IPT_DISINTG_TIME_MAX1,SS
AG-1749,Compression,EMI_0701,TILE_IPT_DISINTEG_TIME_MIN,COMP_IPT_DISINTG_TIME_MIN,SS
AG-1749,Compression,EMI_0701,TILE_IPT_DISINTEG_TIME_MIN_RT1,COMP_IPT_DISINTG_TIME_MIN1,SS
AG-1749,Compression,EMI_0701,TILE_IPT_FRIABIL_RATE,COMP_FRIABILITY,2 Decimal Places
AG-1749,Compression,EMI_0701,TILE_IPT_FRIABIL_RATE_RT1,COMP_FRIABILITY1,2 Decimal Places
AG-1749,Blending,EMI_0701,TILE_IPTPART_SIZE_2RESULT,BLEN_PART_SIZE_DISTR_SIEV,2 Decimal Places
AG-1749,Blending,EMI_0701,TILE_IPTPART_SIZE_2RESULT1,BLEN_PART_SIZE_DISTR_SIEV,2 Decimal Places
AG-1749,Blending,EMI_0701,TILE_IPTPART_SIZE_RESULT,BLEN_PART_SIZE_DISTR_PASS,2 Decimal Places
AG-1749,Blending,EMI_0701,TILE_IPTPART_SIZE_RESULT1,BLEN_PART_SIZE_DISTR_PASS1,2 Decimal Places
AG-1749-JP,Blending,EMI_0702,PP_BL_SVT,BLEN_LOOSE_SPEC_VOL,2 Decimal Places
AG-1749-JP,Blending,EMI_0702,PP_BL_SVT_1,BLEN_LOOSE_SPEC_VOL1,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,PP_CM_ERH%,COMP_ERH,2 Decimal Places
AG-1749-JP,Granulation,EMI_0702,PP_GR_129DR2_EXHATEMP,GRAN_DRY_OUTLET_AIR_TEMP,Integer
AG-1749-JP,Granulation,EMI_0702,TILE_APR_DRYING_OUTLET,GRAN_DRY_OUTLET_AIR_MOISTURE,2 Decimal Places
AG-1749-JP,Blending,EMI_0702,TILE_BL_MD_TOT_NET_WEIGHT,BLEN_NET_WEIGHT_YIELD,2 Decimal Places
AG-1749-JP,Blending,EMI_0702,TILE_BL_RECONCILIATION,BLEN_RECONCILIATION,2 Decimal Places
AG-1749-JP,Blending,EMI_0702,TILE_BL_ROOM,BLEN_ROOM_SELECTION,NULL
AG-1749-JP,Blending,EMI_0702,TILE_BL_YIELD,BLEN_YIELD,NULL
AG-1749-JP,Compression,EMI_0702,TILE_CM_APR_COMPRESS_DURATION,COMP_PROCESS_DURATION,SS
AG-1749-JP,Compression,EMI_0702,TILE_CM_APR_HARDNESS_MEAN,COMP_HARDNESS_MEAN,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_APR_MAIN_COMP_F_MEAN,COMP_MAIN_COMP_FORCE_MEAN,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_APR_MAIN_COMP_F_SREL,COMP_MAIN_COMP_FORCE_SREL,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_APR_THICKNESS_MAX,COMP_MEAN_THICKNESS_MAX,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_APR_THICKNESS_MIN,COMP_MEAN_THICKNESS_MIN,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_APR_WEIGHT_MEAN,COMP_WEIGHT_MEAN,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_APR_WEIGHT_SREL,COMP_WEIGHT_SREL,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_ERH%_RETEST_1,COMP_ERH_RT1,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_RECONCIL_A,COMP_RECONCIL_YIELD,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_RECONCIL_FINAL_RESULT,COMP_RECONCILIATION,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_RECONCIL_YIELD,COMP_YIELD,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_CM_ROOM_SELECTION,COMP_ROOM_SELECTION,NULL
AG-1749-JP,General,EMI_0702,TILE_GR_DISCHARGING_DATE,GENE_DATE_OF_MAN,NULL
AG-1749-JP,Granulation,EMI_0702,TILE_GR_ERH_FINAL_RESULT,GRAN_ERH,2 Decimal Places
AG-1749-JP,Granulation,EMI_0702,TILE_GR_PROCESS_DURATION,GRAN_PROCESS_TIME,MM:SS
AG-1749-JP,Granulation,EMI_0702,TILE_GR_RECONCIL_A,GRAN_RECON_YIELD,2 Decimal Places
AG-1749-JP,Granulation,EMI_0702,TILE_GR_RECONCIL_RECONCILI_JP,GRAN_RECONCILIATION,NULL
AG-1749-JP,Granulation,EMI_0702,TILE_GR_RECONCIL_RECONCILIATIO,GRAN_RECONCILIATION,2 Decimal Places
AG-1749-JP,Granulation,EMI_0702,TILE_GR_RECONCIL_YIELD,GRAN_YIELD,2 Decimal Places
AG-1749-JP,Granulation,EMI_0702,TILE_GR_ROOM_GRANULATION,GRAN_ROOM_SELECTION,NULL
AG-1749-JP,Compression,EMI_0702,TILE_IPT_DISINTEG_TIME_MAX,COMP_IPT_DISINTG_TIME_MAX,SS
AG-1749-JP,Compression,EMI_0702,TILE_IPT_DISINTEG_TIME_MAX_RT1,COMP_IPT_DISINTG_TIME_MAX1,SS
AG-1749-JP,Compression,EMI_0702,TILE_IPT_DISINTEG_TIME_MIN,COMP_IPT_DISINTG_TIME_MIN,SS
AG-1749-JP,Compression,EMI_0702,TILE_IPT_DISINTEG_TIME_MIN_RT1,COMP_IPT_DISINTG_TIME_MIN1,SS
AG-1749-JP,Compression,EMI_0702,TILE_IPT_FRIABIL_RATE,COMP_FRIABILITY,2 Decimal Places
AG-1749-JP,Compression,EMI_0702,TILE_IPT_FRIABIL_RATE_RT1,COMP_FRIABILITY_RT1,2 Decimal Places
AG-1749-JP,Blending,EMI_0702,TILE_IPTPART_SIZE_2RESULT,BLEN_PART_SIZE_DISTR_SIEV,2 Decimal Places
AG-1749-JP,Blending,EMI_0702,TILE_IPTPART_SIZE_2RESULT1,BLEN_PART_SIZE_DISTR_SIEV_RET1,2 Decimal Places
AG-1749-JP,Blending,EMI_0702,TILE_IPTPART_SIZE_RESULT,BLEN_PART_SIZE_DISTR_PASS,2 Decimal Places
AG-1749-JP,Blending,EMI_0702,TILE_IPTPART_SIZE_RESULT1,BLEN_PART_SIZE_DISTR_PASS1,2 Decimal Places
AG-1749-JP,Granulation,EMI_0702,TILE_QTY_EXCESS_OMG,GRAN_OMG_EXCESS_QTY,2 Decimal Places
SYR-322,General,EMI_0801,COMBINING_DATE,GENE_COMBINING_DATE,NULL
SYR-322,Blending,EMI_0801,PP_BL_SVT,BLEN_LOOSE_SPEC_VOL,2 Decimal Places
SYR-322,Blending,EMI_0801,PP_BL_SVT_1,BLEN_LOOSE_SPEC_VOL1,2 Decimal Places
SYR-322,Compression,EMI_0801,PP_CM_ERH%,COMP_ERH,2 Decimal Places
SYR-322,Blending,EMI_0801,TILE_BL_MD_TOT_NET_WEIGHT,BLEN_NET_WEIGHT_YIELD,2 Decimal Places
SYR-322,Blending,EMI_0801,TILE_BL_RECONCILIATION,BLEN_RECONCILIATION,2 Decimal Places
SYR-322,Blending,EMI_0801,TILE_BL_ROOM,BLEN_ROOM_SELECTION,NULL
SYR-322,Blending,EMI_0801,TILE_BL_YIELD,BLEN_YIELD,NULL
SYR-322,Compression,EMI_0801,TILE_CM_APR_COMPRESS_DURATION,COMP_PROCESS_DURATION,SS
SYR-322,Compression,EMI_0801,TILE_CM_APR_MAIN_COMP_F_MEAN,COMP_MAIN_COMP_F_MEAN,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_APR_MAIN_COMP_F_SREL,COMP_MAIN_COMP_F_SREL,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_APR_THICKNESS_MAX,COMP_MEAN_THICKNESS_MAX,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_APR_THICKNESS_MIN,COMP_MEAN_THICKNESS_MIN,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_APR_WEIGHT_MEAN,COMP_WEIGHT_MEAN,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_APR_WEIGHT_SREL,COMP_WEIGHT_SREL,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_ERH%_RETEST_1,COMP_ERH_RT1,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_RECONCIL_A,COMP_RECONCIL_YIELD,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_RECONCIL_FINAL_RESULT,COMP_RECONCILIATION,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_RECONCIL_YIELD,COMP_YIELD,2 Decimal Places
SYR-322,Compression,EMI_0801,TILE_CM_ROOM_SELECTION,COMP_ROOM_SELECTION,NULL
SYR-322,Coating,EMI_0801,TILE_CM_THICKN_RESULT_MAX,COAT_THICK_MAX,2 Decimal Places
SYR-322,Coating,EMI_0801,TILE_CM_THICKN_RESULT_MIN,COAT_THICK_MIN,2 Decimal Places
SYR-322,Coating,EMI_0801,TILE_COAT_APR_SOLUTION_TEMP,COAT_SOL_TEMP,Integer
SYR-322,Coating,EMI_0801,TILE_COAT_INCREASE_WGHT,COAT_PRE_POLISH,4 Decimal Places
SYR-322,Coating,EMI_0801,TILE_COAT_MD_TOTAL_NET_WGHT,COAT_NET_WEIGHT_YIELD,2 Decimal Places
SYR-322,Coating,EMI_0801,TILE_COAT_POLISH_INCREASE_WGHT,COAT_POST_POLISH,2 Decimal Places
SYR-322,Coating,EMI_0801,TILE_COAT_PROCESS_DURATION,COAT_APR_PROCESS_DURTN,MM:SS
SYR-322,Coating,EMI_0801,TILE_COAT_RECONCIL,COAT_RECONCILIATION,2 Decimal Places
SYR-322,Coating,EMI_0801,TILE_COAT_RECONCILYIELD,COAT_YIELD,2 Decimal Places
SYR-322,Coating,EMI_0801,TILE_COATING_ROOM,COAT_ROOM_SELECTION,NULL
SYR-322,Granulation,EMI_0801,TILE_GR_APR_DRYING_DURATION,GRAN_DRY_STEP_DURATION,SS
SYR-322,Granulation,EMI_0801,TILE_GR_APR_SPRAY_TEMP_1,GRAN_END_DRY_EX_TEMP_SUB_1,Integer
SYR-322,Granulation,EMI_0801,TILE_GR_APR_SPRAY_TEMP_2,GRAN_END_DRY_EX_TEMP_SUB_2,Integer
SYR-322,Coating,EMI_0801,TILE_GR_ERH_FINAL_RESULT,COAT_ERH_RESULT,2 Decimal Places
SYR-322,Granulation,EMI_0801,TILE_GR_ERH_FINAL_RESULT_SLOT1,GRAN_ERH__SUB1,2 Decimal Places
SYR-322,Granulation,EMI_0801,TILE_GR_ERH_FINAL_RESULT_SLOT2,GRAN_ERH__SUB2,2 Decimal Places
SYR-322,Coating,EMI_0801,TILE_GR_ERH_FINAL_RESULT1,COAT_ERH_RESULT1,NULL
SYR-322,Granulation,EMI_0801,TILE_GR_PROCESS_DURATION,GRAN_PROCESS_DURATION,MM:SS
SYR-322,Granulation,EMI_0801,TILE_GR_RECONCIL_A,GRAN_RECON_YIELD,2 Decimal Places
SYR-322,Granulation,EMI_0801,TILE_GR_RECONCIL_A1_LUB,GRAN_YIELD_SUB1,2 Decimal Places
SYR-322,Granulation,EMI_0801,TILE_GR_RECONCIL_A2_LUB,GRAN_YIELD_SUB2,2 Decimal Places
SYR-322,Granulation,EMI_0801,TILE_GR_RECONCIL_RECONCILIATIO,GRAN_RECONCILIATION,2 Decimal Places
SYR-322,Granulation,EMI_0801,TILE_GR_RECONCIL_YIELD,GRAN_YIELD,2 Decimal Places
SYR-322,Coating,EMI_0801b,TILE_IPT_DISINTEG_TIME_MAX,COAT_IPT_DISINTG_TIME_MAX,SS
SYR-322,Compression,EMI_0801,TILE_IPT_DISINTEG_TIME_MAX,COMP_IPT_DISINTG_TIME_MAX,SS
SYR-322,Coating,EMI_0801b,TILE_IPT_DISINTEG_TIME_MAX_RT1,COAT_IPT_DISINTG_TIME_MAX1,SS
SYR-322,Compression,EMI_0801,TILE_IPT_DISINTEG_TIME_MAX_RT1,COMP_IPT_DISINTG_TIME_MAX1,SS
SYR-322,Coating,EMI_0801b,TILE_IPT_DISINTEG_TIME_MIN,COAT_IPT_DISINTG_TIME_MIN,SS
SYR-322,Compression,EMI_0801,TILE_IPT_DISINTEG_TIME_MIN,COMP_IPT_DISINTG_TIME_MIN,SS
SYR-322,Coating,EMI_0801b,TILE_IPT_DISINTEG_TIME_MIN_RT1,COAT_IPT_DISINTG_TIME_MIN1,SS
SYR-322,Compression,EMI_0801,TILE_IPT_DISINTEG_TIME_MIN_RT1,COMP_IPT_DISINTG_TIME_MIN1,SS
SYR-322,Blending,EMI_0801,TILE_IPTPART_SIZE_2RESULT,BLEN_PART_SIZE_RET,2 Decimal Places
SYR-322,Blending,EMI_0801,TILE_IPTPART_SIZE_2RESULT1,BLEN_PART_SIZE_RET1,2 Decimal Places
SYR-322,Blending,EMI_0801,TILE_IPTPART_SIZE_RESULT,BLEN_PART_SIZE_PASS,2 Decimal Places
SYR-322,Blending,EMI_0801,TILE_IPTPART_SIZE_RESULT1,BLEN_PART_SIZE_PASS1,2 Decimal Places
SYR-322,Printing,EMI_0801,TILE_PR_RECONCIL_C_INS_REJ_QTY,PRIN_REJ_INSPECT,2 Decimal Places
SYR-322,Printing,EMI_0801,TILE_PR_RECONCIL_C_TAB_REJ_QTY,PRIN_REJ_TAB_SORT,2 Decimal Places
SYR-322,Printing,EMI_0801,TILE_PR_RECONCIL_C_TOT_REJ,PRIN_TOTAL_REJ_QTY,2 Decimal Places
SYR-322,Printing,EMI_0801,TILE_PR_RECONCIL_FINAL_RESULT,PRIN_RECONCILIATION,2 Decimal Places
SYR-322,Printing,EMI_0801,TILE_PR_RECONCIL_YIELD,PRIN_YIELD,2 Decimal Places
SYR-322,Printing,EMI_0801,TILE_PR_SYR_NB_TOT_REJECT_LINE,PRIN_TOTAL_REJ,2 Decimal Places
SYR-322,Printing,EMI_0801,TILE_PR_SYR_REJECT_RATE,PRIN_REJ_RAT,2 Decimal Places
SYR-322,Printing,EMI_0801,TILE_PR_SYR_TOT_NET_WEIGHT,PRIN_NET_WEIGHT_YIELD,2 Decimal Places
SYR-322,Printing,EMI_0801,TILE_PRINT_PROCESS_DURATION,PRIN_APR_PROCESS_DURTN,MM:SS
SYR-322,Granulation,EMI_0801,TILE_SYR_ROOM_GRANULATION,GRAN_ROOM,NULL
SYR-322,Printing,EMI_0801,TILE_SYR_ROOM_PRINTING,PRIN_ROOM_SELECTION,NULL
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_DUST_PROCESS_TIME_DT,DUSTTIME,SS
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_MD_NET1,CF_YIELD_KG_NO_SPLIT,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_MD_NET3,CF_YIELD_KG_SPLIT,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_OVERSIZE_GRAN,OVERSIZE,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_POWDER_FEED_QTY_20MIN,TWENTY_MIN_QTY,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_POWDER_FEED_QTY_3MIN,THREE_MIN_QTY,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_PRE_PROCESS_TIME_DT,PRETIME,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_PRE_SPRAY_AMOUNT,PREGRANSPRAYAMOUNT,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_RECONCIL_ROUND_LOT1,CFRECON,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_TOTAL_SPRAY_AMOUNT_SC,CFSPRAYAMT,SS
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_UNDERSIZE_GRAN,UNDERSIZE,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_CF_YIELD_ROUNDED_LOT1,CFYIELD_PERCENT,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_FIRSTDRUM_RESULT,PARTICLE_SIZE_DIS,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_FIRSTDRUM_RESULT2,CFSPECVOL,2 Decimal Places
TAK-390 CF GRANULES,CF,EMI_0901,TIL_IPT_ERH_%,CFERH,2 Decimal Places
TAK-390 BL GRANULES,Blending,EMI_0904,TIL_BL_RECONCILIATION_ROUNDED,BLYIELD,2 Decimal Places
TAK-390 BL GRANULES,Blending,EMI_0904,TIL_BL_TOTAL_BLENDED_NET_QTY,BLYIELD,2 Decimal Places
TAK-390 BL GRANULES,Blending,EMI_0904,TIL_BL_YIELD_ROUNDED,BLYIELD_PERCENT,2 Decimal Places
TAK-390 BL GRANULES,Blending,EMI_0904,TIL_FIRSTDRUM_RESULT,PARTICLE_SIZE,2 Decimal Places
TAK-390 BL GRANULES,Blending,EMI_0904,TIL_FIRSTDRUM_RESULT2,BLSPECVOL,NULL
TAK-390 BL GRANULES,Blending,EMI_0904,TIL_IPT_ERH_%,BLERH,2 Decimal Places
TAK-390 EC GRANULES,EC,EMI_0905,TIL_EC_COATING_DURATION,ECCOATINGTIME,SS
TAK-390 EC GRANULES,EC,EMI_0905,TIL_EC_OVERSIZED_GRANULES_LOT1,OVERSIZE_KG,2 Decimal Places
TAK-390 EC GRANULES,EC,EMI_0905,TIL_EC_RECONCILIATION_ROUNDED1,ECRECON,2 Decimal Places
TAK-390 EC GRANULES,EC,EMI_0905,TIL_EC_UNDERSIZE_GRANULES,UNDERSIZE_KG,2 Decimal Places
TAK-390 EC GRANULES,EC,EMI_0905,TIL_EC_WEIGHT_GOOD_GRANULES1,ECYIELD,2 Decimal Places
TAK-390 EC GRANULES,EC,EMI_0905,TIL_FIRSTDRUM_RESULT,PARTICLE_SIZE,2 Decimal Places
TAK-390 EC GRANULES,EC,EMI_0905,TIL_FIRSTDRUM_RESULT2,MLSPECVOL,2 Decimal Places
TAK-390 EC GRANULES,EC,EMI_0905,TIL_IPT_ERH_%,ECERH,2 Decimal Places
PACK,Packaging,EMI_1100,PK_BLINE_NO,Pack_Line_number,NULL
PACK,Packaging,EMI_1100,PK_DATE_PROC_START_APR,Pack_Start,NULL
PACK,Packaging,EMI_1100,PK_OWRAP_CHECK_SETUP,PACK_Overwrap_damage_chec,NULL
PACK,Packaging,EMI_1100,PK_SEAL_P_B_SETUP,PACK_Seal_Pressure_Back_BL_1_only,NULL
PACK,Packaging,EMI_1100,PK_SEAL_P_F_SETUP,PACK_Seal_Pressure_Front_BL_1_only,NULL
PACK,Packaging,EMI_1100,PK_SEAL_T_SETUP,PACK_Seal_Temperature_C,NULL
PACK,Packaging,EMI_1100,PK_TAB_VARPC_APR,PACK_Tablet_Reconciliation_Variance,NULL
PACK,Packaging,EMI_1100,PK_TAB_YIELD_APR,PACK_Tablets_Yield,NULL
TAK-390 ML GRANULES,ML,EML_0902,TAK390_ML_RECONCILIATION,RECONCILIATION2,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TAK390_ML_YIELD,YIELD,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TIL_EC_COATING_DURATION,COATING_DURATION,Integer
TAK-390 ML GRANULES,ML,EML_0902,TIL_EC_OVERSIZED_GRANULES_LOT1,OVERSIZED,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TIL_EC_RECONCILIATION_ROUNDED1,RECONCILIATION,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TIL_EC_UNDERSIZE_GRANULES_LOT1,UNDERSIZE,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TIL_EC_WEIGHT_GOOD_GRANULES1,YIELD,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TIL_EC_YIELD_ROUNDED1,YIELD_PERCENT,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TIL_FIRSTDRUM_RESULT,PARTICLE_SIZE,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TIL_FIRSTDRUM_RESULT2,SPEC_VOL,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TIL_IPT_ERH_%,ERH,2 Decimal Places
TAK-390 ML GRANULES,ML,EML_0902,TIL_ITP_ERH_%,ITP_ERH_%,2 Decimal Places
